,rewards,balloon_number_session,run_num,pop_range_0,pop_range_1,balloon_number,press_time_error,press_time_time,balloon_in_bag,trkp_press_time,key_pressed,log_time,reward_appear_time_time,reward_appear_time_error,rt,grand_total,bag_ID_number,eeg_pulse_time,trial,set_number,pop_status,total,block,balloon_size,log_num,trkp_press_time_error,trkp_press_time_time
17,0.24,3.0,0.0,0.0,16.0,0.0,0.000496068851759901,868.175694953535,0.0,,4,868.7256949535349,867.7856722127746,0.0,0.39002274076040067,1.97,0.0,,2.0,0.0,not_popped,0.57,0.0,115.0,0.0,,
18,0.05,3.0,0.0,0.0,16.0,0.0,0.0009649862108744856,870.7085010215056,0.0,,1,871.2085010215056,870.0778186712503,0.0,0.6306823502553698,2.53,0.0,,3.0,0.0,not_popped,0.57,0.0,115.0,0.0,,
19,0.07,4.0,0.0,0.0,16.0,3.0,0.0005088134299171543,874.0411421303061,3.0,,4,874.591142130306,873.320158210085,0.0,0.7209839202211015,2.52,0.0,,0.0,0.0,not_popped,0.07,0.0,105.0,0.0,,
20,0.14,4.0,0.0,0.0,16.0,3.0,0.0011036527623673464,876.287356297955,3.0,,4,876.8373562979549,875.8456894789075,0.0,0.4416668190474411,2.5100000000000002,0.0,,1.0,0.0,not_popped,0.21000000000000002,0.0,110.0,0.0,,
21,0.08,4.0,0.0,0.0,16.0,3.0,0.0006146488397575922,879.1652136462294,3.0,,4,879.7152136462294,878.4045630576792,0.0,0.7606505885502202,2.5000000000000004,0.0,,2.0,0.0,not_popped,0.29000000000000004,0.0,115.0,0.0,,
22,0.11,4.0,0.0,0.0,16.0,3.0,0.0005408134033473289,881.617109928636,3.0,,4,882.1671099286359,881.180054846015,0.0,0.43705508262098647,2.5000000000000004,0.0,,3.0,0.0,not_popped,0.4,0.0,120.0,0.0,,
23,0.18,4.0,0.0,0.0,16.0,3.0,0.0005172636393240282,884.087897693176,3.0,,4,884.637897693176,883.5221860941137,0.0,0.565711599062297,2.4900000000000007,0.0,,4.0,0.0,not_popped,0.5800000000000001,0.0,125.0,0.0,,
24,0.09,4.0,0.0,0.0,16.0,3.0,0.00048637189013334137,886.121742444266,3.0,,1,886.621742444266,885.6894880502956,0.0,0.43225439397042464,3.0700000000000007,0.0,,5.0,0.0,not_popped,0.5800000000000001,0.0,125.0,0.0,,
25,0.2,5.0,0.0,8.0,16.0,14.0,0.0005510644770652107,889.1707981264362,2.0,,4,889.7207981264362,888.7565677521169,0.0,0.4142303743193452,3.0700000000000007,2.0,,0.0,0.0,not_popped,0.2,0.0,105.0,0.0,,
26,0.15,5.0,0.0,8.0,16.0,14.0,0.0005176792234351524,891.2037745838757,2.0,,4,891.7537745838756,891.0403088842454,0.0,0.16346569963025104,3.0700000000000007,2.0,,1.0,0.0,not_popped,0.35,0.0,110.0,0.0,,
27,0.13,5.0,0.0,8.0,16.0,14.0,0.0004978697160709089,893.8275231909763,2.0,,4,894.3775231909763,893.0240648111669,0.0,0.803458379809399,3.060000000000001,2.0,,2.0,0.0,not_popped,0.48,0.0,115.0,0.0,,
28,0.21,5.0,0.0,8.0,16.0,14.0,0.0004788913768720704,896.0393423742262,2.0,,4,896.5893423742261,895.6913188366527,0.0,0.3480235375734537,3.060000000000001,2.0,,3.0,0.0,not_popped,0.69,0.0,120.0,0.0,,
29,0.21,5.0,0.0,8.0,16.0,14.0,0.0023682750878606385,898.36564139306,2.0,,4,898.9156413930599,897.8750283289808,0.0,0.49061306407918437,3.050000000000001,2.0,,4.0,0.0,not_popped,0.8999999999999999,0.0,125.0,0.0,,
30,0.1,5.0,0.0,8.0,16.0,14.0,0.000496068851759901,900.9562776467303,2.0,,1,901.4562776467303,900.3005382090764,0.0,0.6557394376538923,3.9400000000000013,2.0,,5.0,0.0,not_popped,0.8999999999999999,0.0,125.0,0.0,,
31,0.16,6.0,0.0,0.0,8.0,9.0,0.0005131077986675336,903.801293740916,3.0,,4,904.3512937409159,903.4511417202632,0.0,0.3501520206527857,3.9400000000000013,1.0,,0.0,0.0,not_popped,0.16,0.0,105.0,0.0,,
32,0.08,6.0,0.0,0.0,8.0,9.0,0.004514489754171791,906.1643151534697,3.0,,4,906.7143151534697,905.7183129614023,0.0,0.4460021920674535,3.9300000000000015,1.0,,1.0,0.0,not_popped,0.24,0.0,110.0,0.0,,
33,0.12,6.0,0.0,0.0,8.0,9.0,0.0004908047868639187,908.3636569791249,3.0,,4,910.1136569791249,907.9770453524126,0.0,0.3866116267123516,3.9300000000000015,1.0,,2.0,0.0,popped,0.0,0.0,110.0,0.0,,
34,0.1,7.0,0.0,8.0,16.0,17.0,0.0005009173325447591,913.3813258129239,5.0,,4,913.9313258129239,912.227948416597,0.0,1.1533773963269596,3.910000000000002,2.0,,0.0,0.0,not_popped,0.1,0.0,105.0,0.0,,
35,0.05,7.0,0.0,8.0,16.0,17.0,0.0005121381024650873,916.1155552286293,5.0,,4,916.6655552286293,915.4618931572144,0.0,0.6536620714149421,3.900000000000002,2.0,,1.0,0.0,not_popped,0.15000000000000002,0.0,110.0,0.0,,
36,0.2,7.0,0.0,8.0,16.0,17.0,0.0005097831260627572,918.3192200983106,5.0,,4,918.8692200983105,917.9873812052936,0.0,0.3318388930169931,3.900000000000002,2.0,,2.0,0.0,not_popped,0.35000000000000003,0.0,115.0,0.0,,
37,0.07,7.0,0.0,8.0,16.0,17.0,0.000496900019925306,920.3447861376669,5.0,,4,920.8947861376669,920.3129331424972,0.0,0.031852995169742826,3.900000000000002,2.0,,3.0,0.0,not_popped,0.42000000000000004,0.0,120.0,0.0,,
38,0.08,7.0,0.0,8.0,16.0,17.0,0.004989640874441648,922.3837668152241,5.0,,4,922.9337668152241,921.9881990747436,0.0,0.3955677404804874,3.900000000000002,2.0,,4.0,0.0,not_popped,0.5,0.0,125.0,0.0,,
39,0.09,7.0,0.0,8.0,16.0,17.0,0.0004989779402535532,924.5462467494399,5.0,,4,925.0962467494398,924.1469399990801,0.0,0.3993067503597558,3.900000000000002,2.0,,5.0,0.0,not_popped,0.59,0.0,130.0,0.0,,
40,0.17,7.0,0.0,8.0,16.0,17.0,0.00047473553615873243,926.9875583826355,5.0,,4,927.5375583826354,926.5807798462782,0.0,0.40677853635725114,3.900000000000002,2.0,,6.0,0.0,not_popped,0.76,0.0,135.0,0.0,,
41,0.08,7.0,0.0,8.0,16.0,17.0,0.0005140774948131366,929.3717220806466,5.0,,1,929.8717220806466,928.8895734943804,0.0,0.48214858626613477,4.650000000000002,2.0,,7.0,0.0,not_popped,0.76,0.0,135.0,0.0,,
42,0.19,8.0,0.0,8.0,16.0,16.0,0.000521003895926242,932.2900858541277,4.0,,4,932.8400858541277,931.8818164791828,0.0,0.40826937494489357,4.650000000000002,2.0,,0.0,0.0,not_popped,0.19,0.0,105.0,0.0,,
43,0.12,8.0,0.0,8.0,16.0,16.0,0.00048803422640730787,934.4344564354301,4.0,,4,934.98445643543,934.0990126276605,0.0,0.33544380776959315,4.650000000000002,2.0,,1.0,0.0,not_popped,0.31,0.0,110.0,0.0,,
44,0.11,8.0,0.0,8.0,16.0,16.0,0.00047390436799332747,936.9144369196022,4.0,,4,937.4644369196021,936.4327471381496,0.0,0.48168978145258734,4.640000000000002,2.0,,2.0,0.0,not_popped,0.42,0.0,115.0,0.0,,
45,0.12,8.0,0.0,8.0,16.0,16.0,0.0004680861910628664,939.304095470189,4.0,,4,939.854095470189,938.9415785766965,0.0,0.36251689349251137,4.640000000000002,2.0,,3.0,0.0,not_popped,0.54,0.0,120.0,0.0,,
46,0.11,8.0,0.0,8.0,16.0,16.0,0.00048664894615058074,941.6110361674505,4.0,,4,942.1610361674504,941.2086930213461,0.0,0.4023431461043856,4.640000000000002,2.0,,4.0,0.0,not_popped,0.65,0.0,125.0,0.0,,
47,0.15,8.0,0.0,8.0,16.0,16.0,0.0005099216540429552,944.0370766098757,4.0,,4,944.5870766098757,943.5007801898278,0.0,0.536296420047961,4.630000000000003,2.0,,5.0,0.0,not_popped,0.8,0.0,130.0,0.0,,
48,0.25,8.0,0.0,8.0,16.0,16.0,0.00047792168066962404,946.4483132550815,4.0,,4,946.9983132550815,946.1596906724649,0.0,0.28862258261665374,4.630000000000003,2.0,,6.0,0.0,not_popped,1.05,0.0,135.0,0.0,,
49,0.24,8.0,0.0,8.0,16.0,16.0,0.0004877571703332251,948.7624093403351,4.0,,4,949.3124093403351,948.1267481543912,0.0,0.6356611859439454,4.620000000000003,2.0,,7.0,0.0,not_popped,1.29,0.0,140.0,0.0,,
50,0.15,8.0,0.0,8.0,16.0,16.0,0.00046877883113438656,951.168753452811,4.0,,1,951.668753452811,950.8022759046019,0.0,0.3664775482091045,5.910000000000003,2.0,,8.0,0.0,not_popped,1.29,0.0,140.0,0.0,,
51,0.14,9.0,0.0,0.0,16.0,5.0,0.0009040338806016734,954.2225206115846,5.0,,4,954.7725206115846,953.8945449880838,0.0,0.32797562350083354,5.910000000000003,0.0,,0.0,0.0,not_popped,0.14,0.0,105.0,0.0,,
52,0.21,9.0,0.0,0.0,16.0,5.0,0.0005286229372245543,956.1932909215936,5.0,,4,956.7432909215936,955.9449824872872,0.0,0.24830843430640925,5.910000000000003,0.0,,1.0,0.0,not_popped,0.35,0.0,110.0,0.0,,
53,0.17,9.0,0.0,0.0,16.0,5.0,0.00048803422640730787,958.1607843512095,5.0,,4,959.9107843512095,957.9286987951941,0.0,0.23208555601536318,5.910000000000003,0.0,,2.0,0.0,popped,0.0,0.0,110.0,0.0,,
54,0.16,10.0,0.0,8.0,16.0,12.0,0.0009770381489033753,962.0848554792543,0.0,,4,962.6348554792543,961.8211229192398,0.0,0.2637325600145459,5.910000000000003,2.0,,0.0,0.0,not_popped,0.16,0.0,105.0,0.0,,
55,0.22,10.0,0.0,8.0,16.0,12.0,0.0005063199254777828,964.1486323959418,0.0,,4,964.6986323959418,963.9465581050252,0.0,0.2020742909165847,5.910000000000003,2.0,,1.0,0.0,not_popped,0.38,0.0,110.0,0.0,,
56,0.22,10.0,0.0,8.0,16.0,12.0,0.0004905277308466793,966.0344900146231,0.0,,4,966.584490014623,965.8052487159838,0.0,0.22924129863929466,5.910000000000003,2.0,,2.0,0.0,not_popped,0.6,0.0,115.0,0.0,,
57,0.21,10.0,0.0,8.0,16.0,12.0,0.000461436845910157,968.3398060552261,0.0,,4,968.889806055226,967.997387915591,0.0,0.342418139635015,5.910000000000003,2.0,,3.0,0.0,not_popped,0.8099999999999999,0.0,120.0,0.0,,
58,0.24,10.0,0.0,8.0,16.0,12.0,0.0005550817896846638,970.5279235092584,0.0,,4,971.0779235092583,970.231152292722,0.0,0.29677121653639915,5.910000000000003,2.0,,4.0,0.0,not_popped,1.0499999999999998,0.0,125.0,0.0,,
59,0.23,10.0,0.0,8.0,16.0,12.0,0.00047265761577364174,972.670554040059,0.0,,4,973.2205540400589,972.1732018646981,0.0,0.49735217536090204,5.900000000000003,2.0,,5.0,0.0,not_popped,1.2799999999999998,0.0,130.0,0.0,,
60,0.08,10.0,0.0,8.0,16.0,12.0,0.0004703026394281551,975.0951619641944,0.0,,1,975.5951619641944,974.5653522573696,0.0,0.5298097068248353,7.1700000000000035,2.0,,6.0,0.0,not_popped,1.2799999999999998,0.0,130.0,0.0,,
61,0.23,11.0,0.0,0.0,16.0,2.0,0.0005257138487309021,978.3091054746828,2.0,,4,978.8591054746828,977.7578519068936,0.0,0.5512535677892174,7.160000000000004,0.0,,0.0,0.0,not_popped,0.23,0.0,105.0,0.0,,
62,0.07,11.0,0.0,0.0,16.0,2.0,0.0004923285951576872,980.4680886845324,2.0,,4,981.0180886845324,980.2164821750451,0.0,0.25160650948726015,7.160000000000004,0.0,,1.0,0.0,not_popped,0.30000000000000004,0.0,110.0,0.0,,
63,0.08,11.0,0.0,0.0,16.0,2.0,0.0004650385745321728,982.7419955737525,2.0,,1,983.2419955737525,982.3335668915807,0.0,0.4084286821718024,7.4600000000000035,0.0,,2.0,0.0,not_popped,0.30000000000000004,0.0,110.0,0.0,,
64,0.12,12.0,0.0,8.0,16.0,13.0,0.0005099216540997986,985.5018589075457,1.0,,4,986.0518589075457,985.2091399127495,0.0,0.2927189947962461,7.4600000000000035,2.0,,0.0,0.0,not_popped,0.12,0.0,105.0,0.0,,
65,0.16,12.0,0.0,8.0,16.0,13.0,0.0005394281230906017,987.5911594740146,1.0,,4,988.1411594740146,987.2678624959758,0.0,0.32329697803879753,7.4600000000000035,2.0,,1.0,0.0,not_popped,0.28,0.0,110.0,0.0,,
66,0.13,12.0,0.0,8.0,16.0,13.0,0.00048318574556560634,989.6750041142823,1.0,,4,990.2250041142822,989.4516708973125,0.0,0.22333321696976327,7.4600000000000035,2.0,,2.0,0.0,not_popped,0.41000000000000003,0.0,115.0,0.0,,
67,0.15,12.0,0.0,8.0,16.0,13.0,0.00048470955385937486,992.2763945754643,1.0,,4,992.8263945754643,991.5854125004364,0.0,0.6909820750279323,7.450000000000004,2.0,,3.0,0.0,not_popped,0.56,0.0,120.0,0.0,,
68,0.16,12.0,0.0,8.0,16.0,13.0,0.00047293467184772453,994.2873090598989,1.0,,4,994.8373090598989,993.9692215667076,0.0,0.3180874931913422,7.450000000000004,2.0,,4.0,0.0,not_popped,0.7200000000000001,0.0,125.0,0.0,,
69,0.06,12.0,0.0,8.0,16.0,13.0,0.0004837398576569285,996.272655288529,1.0,,4,996.822655288529,995.9779989793255,0.0,0.29465630920344665,7.450000000000004,2.0,,5.0,0.0,not_popped,0.78,0.0,130.0,0.0,,
70,0.24,12.0,0.0,8.0,16.0,13.0,0.0005106142942281622,998.3635476805146,1.0,,4,998.9135476805145,998.0033617980715,0.0,0.36018588244303373,7.450000000000004,2.0,,6.0,0.0,not_popped,1.02,0.0,135.0,0.0,,
71,0.23,12.0,0.0,8.0,16.0,13.0,0.0005031337809668912,1000.4127168171358,1.0,,4,1000.9627168171357,1000.0287645128884,0.0,0.3839523042473729,7.450000000000004,2.0,,7.0,0.0,not_popped,1.25,0.0,140.0,0.0,,
72,0.15,12.0,0.0,8.0,16.0,13.0,0.000528345881207315,1002.677816233157,1.0,,4,1003.227816233157,1002.2542069575422,0.0,0.4236092756148082,7.450000000000004,2.0,,8.0,0.0,not_popped,1.4,0.0,145.0,0.0,,
73,0.12,12.0,0.0,8.0,16.0,13.0,0.0005201727278176804,1004.8311538719413,1.0,,4,1005.3811538719413,1004.4046386939799,0.0,0.4265151779613916,7.450000000000004,2.0,,9.0,0.0,not_popped,1.52,0.0,150.0,0.0,,
74,0.1,12.0,0.0,8.0,16.0,13.0,0.00047238055975640236,1007.3634845117358,1.0,,1,1007.8634845117358,1006.6550826762949,0.0,0.7084018354408954,8.960000000000004,2.0,,10.0,0.0,not_popped,1.52,0.0,150.0,0.0,,
75,0.06,13.0,0.0,0.0,8.0,10.0,0.0005175406953412676,1010.2623521282615,4.0,,4,1010.8123521282614,1009.8390567571477,0.0,0.4232953711137952,8.960000000000004,1.0,,0.0,0.0,not_popped,0.06,0.0,105.0,0.0,,
76,0.17,13.0,0.0,0.0,8.0,10.0,0.00048457102582233347,1012.4530824978708,4.0,,4,1013.0030824978708,1012.172840583613,0.0,0.2802419142577719,8.960000000000004,1.0,,1.0,0.0,not_popped,0.23,0.0,110.0,0.0,,
77,0.19,13.0,0.0,0.0,8.0,10.0,0.000497038547905504,1014.8312662181684,4.0,,4,1015.3812662181683,1014.348287433458,0.0,0.4829787847103262,8.950000000000005,1.0,,2.0,0.0,not_popped,0.42000000000000004,0.0,115.0,0.0,,
78,0.05,13.0,0.0,0.0,8.0,10.0,0.000503549365021172,1016.991933097614,4.0,,1,1017.491933097614,1016.6987577915087,0.0,0.29317530610535414,9.370000000000005,1.0,,3.0,0.0,not_popped,0.42000000000000004,0.0,115.0,0.0,,
79,0.07,14.0,0.0,0.0,16.0,4.0,0.0005341640581946194,1019.96980449263,4.0,,4,1020.51980449263,1019.41591653742,0.0,0.5538879552100298,9.360000000000005,0.0,,0.0,0.0,not_popped,0.07,0.0,105.0,0.0,,
80,0.16,14.0,0.0,0.0,16.0,4.0,0.0004891424505331088,1022.0792403843543,4.0,,4,1022.6292403843543,1021.7831000244363,0.0,0.296140359918013,9.360000000000005,0.0,,1.0,0.0,not_popped,0.23,0.0,110.0,0.0,,
81,0.1,14.0,0.0,0.0,16.0,4.0,0.00046171390192739636,1024.611691682057,4.0,,4,1025.161691682057,1024.0419512724907,0.0,0.5697404095662932,9.350000000000005,0.0,,2.0,0.0,not_popped,0.33,0.0,115.0,0.0,,
82,0.16,14.0,0.0,0.0,16.0,4.0,0.0005288999932417937,1027.1022694214903,4.0,,4,1028.8522694214903,1026.300624096451,0.0,0.801645325039317,9.340000000000005,0.0,,3.0,0.0,popped,0.0,0.0,115.0,0.0,,
83,0.16,15.0,0.0,0.0,8.0,7.0,0.00046171390192739636,1031.290554078847,1.0,,4,1031.840554078847,1030.984919839374,0.0,0.3056342394729654,9.340000000000005,1.0,,0.0,0.0,not_popped,0.16,0.0,105.0,0.0,,
84,0.19,15.0,0.0,0.0,8.0,7.0,0.0005938696361909024,1033.4331365404232,1.0,,4,1035.1831365404232,1033.1353693073986,0.0,0.29776723302461505,9.340000000000005,1.0,,1.0,0.0,popped,0.0,0.0,105.0,0.0,,
85,0.05,16.0,0.0,0.0,16.0,1.0,0.00051006018213684,1037.5998329906151,1.0,,4,1038.149832990615,1037.3361886729515,0.0,0.2636443176636476,9.340000000000005,0.0,,0.0,0.0,not_popped,0.05,0.0,105.0,0.0,,
